name,birthDate,deathDate,bio,memberID,nationality
Susan Hall,1990-12-28,,An acclaimed Actor with a passion for painting.,SH1990,Italy
Charles Lewis,2010-03-11,,An acclaimed Composer with a passion for writing.,CL2010,USA
Susan Jackson,1955-12-28,,An acclaimed Screenwriter with a passion for painting.,SJ1955,UK
David Miller,1967-11-10,,An acclaimed Producer with a passion for singing.,DM1967,Canada
James Brown,1982-03-23,,An acclaimed Producer with a passion for traveling.,JB1982,Australia
Susan Thompson,1997-09-17,,An acclaimed Director with a passion for writing.,ST1997,Canada
Lisa Davis,1976-08-18,,An acclaimed Screenwriter with a passion for painting.,LD1976,Canada
Mark Jones,1956-10-24,,An acclaimed Screenwriter with a passion for painting.,MJ1956,USA
Robert Davis,1999-02-15,,An acclaimed Actor with a passion for singing.,RD1999,UK
Mark Smith,1980-01-25,,An acclaimed Screenwriter with a passion for singing.,MS1980,Italy
John Williams,1987-11-25,,An acclaimed Composer with a passion for photography.,JW1987,France
Susan Lewis,1982-12-22,,An acclaimed Producer with a passion for singing.,SL1982,Italy
Sarah Young,1965-05-01,,An acclaimed Producer with a passion for painting.,SY1965,Australia
Lisa White,2013-04-28,,An acclaimed Screenwriter with a passion for traveling.,LW2013,USA
Anthony Moore,2020-02-22,,An acclaimed Actor with a passion for writing.,AM2020,Italy
Patricia Thomas,1995-01-11,,An acclaimed Actor with a passion for writing.,PT1995,Germany
Jessica Taylor,1999-11-06,,An acclaimed Screenwriter with a passion for photography.,JT1999,UK
Margaret Davis,1992-04-17,,An acclaimed Actor with a passion for photography.,MD1992,Italy
Linda Davis,2010-01-11,,An acclaimed Director with a passion for painting.,LD2010,Canada
Linda Clark,1966-07-28,,An acclaimed Producer with a passion for singing.,LC1966,Germany
Lisa Thompson,2019-04-18,,An acclaimed Director with a passion for singing.,LT2019,USA
John Lewis,1992-04-04,,An acclaimed Composer with a passion for writing.,JL1992,UK
Susan Lee,1972-11-03,,An acclaimed Actor with a passion for writing.,SL1972,Italy
Patricia Smith,2007-08-15,,An acclaimed Director with a passion for photography.,PS2007,Australia
Matthew Williams,1984-01-01,,An acclaimed Composer with a passion for photography.,MW1984,UK
Ashley Smith,1967-08-01,,An acclaimed Director with a passion for writing.,AS1967,Italy
Karen Williams,1952-10-26,,An acclaimed Director with a passion for singing.,KW1952,Spain
John Garcia,1960-07-22,,An acclaimed Screenwriter with a passion for painting.,JG1960,France
Jennifer Garcia,1992-08-28,,An acclaimed Screenwriter with a passion for singing.,JG1992,UK
Barbara Rodriguez,1980-05-15,,An acclaimed Director with a passion for painting.,BR1980,Canada
Christopher Jones,1951-09-25,,An acclaimed Composer with a passion for traveling.,CJ1951,Germany
Karen Lee,1959-02-15,,An acclaimed Actor with a passion for writing.,KL1959,Australia
Matthew Anderson,1991-10-14,,An acclaimed Director with a passion for traveling.,MA1991,France
Barbara Davis,2021-10-17,,An acclaimed Actor with a passion for singing.,BD2021,Germany
Karen Lewis,2022-02-15,,An acclaimed Director with a passion for traveling.,KL2022,USA
Linda Williams,1985-12-28,,An acclaimed Actor with a passion for singing.,LW1985,Italy
David Anderson,1987-03-01,,An acclaimed Composer with a passion for photography.,DA1987,France
Richard Johnson,1955-03-17,,An acclaimed Director with a passion for singing.,RJ1955,Italy
Charles Thomas,1986-08-28,,An acclaimed Screenwriter with a passion for photography.,CT1986,France
Lisa Jackson,1970-07-12,,An acclaimed Actor with a passion for traveling.,LJ1970,Italy
Richard Martin,1990-11-10,,An acclaimed Producer with a passion for traveling.,RM1990,USA
Jessica Thompson,1974-02-17,,An acclaimed Director with a passion for writing.,JT1974,Italy
Mary White,1984-07-27,,An acclaimed Actor with a passion for singing.,MW1984,USA
Charles Clark,2008-06-10,,An acclaimed Actor with a passion for singing.,CC2008,Germany
Jessica Harris,1974-04-11,,An acclaimed Actor with a passion for writing.,JH1974,UK
Karen Allen,1958-09-09,,An acclaimed Composer with a passion for painting.,KA1958,UK
John Jones,1971-07-22,,An acclaimed Actor with a passion for painting.,JJ1971,Australia
Mark Hall,2000-11-25,,An acclaimed Actor with a passion for singing.,MH2000,Spain
Mark Anderson,2009-06-10,,An acclaimed Actor with a passion for singing.,MA2009,UK
Margaret Harris,2015-04-23,,An acclaimed Screenwriter with a passion for painting.,MH2015,Italy
Mary Clark,1950-04-04,,An acclaimed Producer with a passion for photography.,MC1950,France
Elizabeth Brown,1952-12-09,,An acclaimed Director with a passion for painting.,EB1952,Spain
Mary Garcia,1965-02-03,,An acclaimed Actor with a passion for photography.,MG1965,Australia
Elizabeth Thompson,2020-03-27,,An acclaimed Composer with a passion for singing.,ET2020,UK
Margaret Lee,1976-01-21,,An acclaimed Director with a passion for writing.,ML1976,France
Ashley Williams,2006-12-14,,An acclaimed Composer with a passion for traveling.,AW2006,Germany
Matthew Lee,1985-08-14,,An acclaimed Director with a passion for singing.,ML1985,France
Nancy Taylor,2005-12-25,,An acclaimed Director with a passion for writing.,NT2005,Canada
Mark Allen,2008-06-02,,An acclaimed Screenwriter with a passion for singing.,MA2008,USA
Patricia Lewis,1996-03-04,,An acclaimed Actor with a passion for writing.,PL1996,Germany
Margaret Harris,2004-08-10,,An acclaimed Composer with a passion for writing.,MH2004,USA
David Johnson,2022-09-26,,An acclaimed Producer with a passion for writing.,DJ2022,Germany
Joseph Anderson,1976-07-04,,An acclaimed Actor with a passion for writing.,JA1976,Germany
Susan White,2018-05-26,,An acclaimed Producer with a passion for writing.,SW2018,Spain
William Clark,2007-08-04,,An acclaimed Screenwriter with a passion for photography.,WC2007,Australia
Karen Johnson,2008-05-09,,An acclaimed Screenwriter with a passion for painting.,KJ2008,Australia
Michael Martin,2006-04-15,,An acclaimed Screenwriter with a passion for photography.,MM2006,Germany
Joseph Williams,2023-11-19,,An acclaimed Director with a passion for singing.,JW2023,USA
Lisa Hall,2022-09-17,,An acclaimed Actor with a passion for writing.,LH2022,Germany
Jessica Walker,1994-11-28,,An acclaimed Screenwriter with a passion for traveling.,JW1994,Germany
Lisa Harris,2014-04-16,,An acclaimed Actor with a passion for traveling.,LH2014,Germany
David Williams,1975-07-17,,An acclaimed Director with a passion for singing.,DW1975,USA
Barbara Jones,1987-11-09,,An acclaimed Actor with a passion for singing.,BJ1987,Germany
Richard Taylor,1996-05-05,,An acclaimed Screenwriter with a passion for photography.,RT1996,Australia
Linda Harris,2016-07-11,,An acclaimed Screenwriter with a passion for writing.,LH2016,Canada
Daniel Jackson,2022-05-17,,An acclaimed Composer with a passion for writing.,DJ2022,Spain
Sarah Williams,2008-01-04,,An acclaimed Screenwriter with a passion for photography.,SW2008,USA
Sandra Rodriguez,1963-03-03,,An acclaimed Composer with a passion for photography.,SR1963,Germany
Patricia Robinson,1962-02-07,,An acclaimed Actor with a passion for traveling.,PR1962,Canada
Linda White,1969-01-10,,An acclaimed Producer with a passion for singing.,LW1969,Germany
Margaret Jackson,1959-01-15,,An acclaimed Composer with a passion for painting.,MJ1959,Spain
Christopher Davis,2017-02-21,,An acclaimed Actor with a passion for traveling.,CD2017,Australia
Linda Johnson,1994-06-22,,An acclaimed Screenwriter with a passion for writing.,LJ1994,Australia
William Robinson,2008-04-05,,An acclaimed Actor with a passion for singing.,WR2008,Germany
David Thompson,1997-02-05,,An acclaimed Composer with a passion for traveling.,DT1997,Canada
Ashley Rodriguez,1960-07-26,,An acclaimed Screenwriter with a passion for singing.,AR1960,Australia
Matthew Clark,2018-10-15,,An acclaimed Composer with a passion for writing.,MC2018,Australia
Linda Moore,2020-12-02,,An acclaimed Composer with a passion for traveling.,LM2020,Germany
Robert Smith,1958-09-20,,An acclaimed Producer with a passion for photography.,RS1958,Canada
Anthony Jackson,1963-12-15,,An acclaimed Screenwriter with a passion for writing.,AJ1963,France
Michael Clark,2023-08-24,,An acclaimed Actor with a passion for photography.,MC2023,USA
Karen Jones,2005-12-25,,An acclaimed Director with a passion for photography.,KJ2005,France
Linda Johnson,1971-09-02,,An acclaimed Composer with a passion for singing.,LJ1971,France
James Williams,1984-04-08,,An acclaimed Screenwriter with a passion for photography.,JW1984,Australia
Michael Wilson,1986-09-22,,An acclaimed Actor with a passion for photography.,MW1986,UK
Sandra Moore,2013-11-23,,An acclaimed Producer with a passion for singing.,SM2013,UK
Michael White,2001-07-02,,An acclaimed Actor with a passion for painting.,MW2001,USA
Margaret Brown,1958-01-24,,An acclaimed Director with a passion for painting.,MB1958,Germany
David Smith,1977-08-04,,An acclaimed Director with a passion for singing.,DS1977,Australia
Charles Brown,1958-07-17,,An acclaimed Screenwriter with a passion for singing.,CB1958,UK
Sarah Walker,1996-01-18,,An acclaimed Actor with a passion for painting.,SW1996,France
Ashley Harris,1993-07-20,,An acclaimed Actor with a passion for singing.,AH1993,UK
Jennifer Jackson,1984-06-28,,An acclaimed Screenwriter with a passion for photography.,JJ1984,UK
Matthew Smith,1969-02-06,,An acclaimed Producer with a passion for singing.,MS1969,UK
Robert Hernandez,1955-04-04,,An acclaimed Screenwriter with a passion for writing.,RH1955,Australia
William Rodriguez,1980-07-10,,An acclaimed Producer with a passion for painting.,WR1980,Germany
Richard Jones,1993-03-10,,An acclaimed Producer with a passion for writing.,RJ1993,Canada
William Miller,1967-09-25,,An acclaimed Director with a passion for writing.,WM1967,Australia
Matthew Lewis,1988-10-11,,An acclaimed Actor with a passion for photography.,ML1988,Italy
Linda Anderson,2017-01-22,,An acclaimed Producer with a passion for photography.,LA2017,Italy
Sarah Young,1956-04-08,,An acclaimed Actor with a passion for singing.,SY1956,Canada
Jessica Lee,1998-05-02,,An acclaimed Actor with a passion for singing.,JL1998,Australia
Joseph Brown,2005-05-15,,An acclaimed Producer with a passion for traveling.,JB2005,Germany
Matthew Young,2023-11-22,,An acclaimed Composer with a passion for singing.,MY2023,Italy
Ashley Clark,1959-10-06,,An acclaimed Composer with a passion for traveling.,AC1959,USA
Daniel Young,2014-04-27,,An acclaimed Composer with a passion for photography.,DY2014,UK
David Taylor,1970-10-27,,An acclaimed Director with a passion for painting.,DT1970,Australia
Jessica Hall,2008-05-13,,An acclaimed Screenwriter with a passion for traveling.,JH2008,France
Margaret Young,2022-10-17,,An acclaimed Producer with a passion for singing.,MY2022,Australia
Margaret Thompson,1994-07-26,,An acclaimed Director with a passion for singing.,MT1994,Italy
Ashley Miller,1971-12-24,,An acclaimed Composer with a passion for painting.,AM1971,Australia
Barbara Hall,1989-08-18,,An acclaimed Composer with a passion for writing.,BH1989,Spain
Elizabeth Walker,1981-02-15,,An acclaimed Actor with a passion for writing.,EW1981,UK
Margaret Clark,1960-09-14,,An acclaimed Composer with a passion for singing.,MC1960,Spain
Mark Martin,1955-04-20,,An acclaimed Screenwriter with a passion for traveling.,MM1955,Canada
Richard Harris,1962-07-27,,An acclaimed Producer with a passion for writing.,RH1962,UK
Margaret Hernandez,1978-11-13,,An acclaimed Actor with a passion for singing.,MH1978,Germany
Charles Clark,1992-11-23,,An acclaimed Screenwriter with a passion for traveling.,CC1992,Spain
Margaret Hernandez,1999-10-23,,An acclaimed Director with a passion for traveling.,MH1999,Canada
Patricia Hall,1985-09-09,,An acclaimed Producer with a passion for painting.,PH1985,Spain
Sandra Allen,1988-07-10,,An acclaimed Composer with a passion for singing.,SA1988,UK
William Jackson,2007-04-13,,An acclaimed Actor with a passion for painting.,WJ2007,UK
Mark Jones,2005-06-15,,An acclaimed Actor with a passion for traveling.,MJ2005,Australia
Robert White,1951-05-17,,An acclaimed Director with a passion for painting.,RW1951,Canada
Patricia Johnson,2000-02-14,,An acclaimed Screenwriter with a passion for writing.,PJ2000,Italy
Sarah Martinez,2022-02-12,,An acclaimed Composer with a passion for painting.,SM2022,Australia
Patricia Harris,1992-04-05,,An acclaimed Producer with a passion for photography.,PH1992,USA
Patricia Garcia,1990-10-12,,An acclaimed Producer with a passion for painting.,PG1990,Germany
Robert Miller,2005-09-27,,An acclaimed Director with a passion for photography.,RM2005,Italy
Sandra Thomas,1997-01-19,,An acclaimed Director with a passion for painting.,ST1997,Spain
Sandra Williams,1953-03-18,,An acclaimed Actor with a passion for painting.,SW1953,USA
Robert Hall,1988-02-20,,An acclaimed Director with a passion for traveling.,RH1988,Germany
Christopher Martinez,2008-12-14,,An acclaimed Composer with a passion for photography.,CM2008,UK
Nancy Lewis,2007-11-26,,An acclaimed Producer with a passion for singing.,NL2007,Australia
Patricia Wilson,1987-09-26,,An acclaimed Actor with a passion for traveling.,PW1987,Australia
Patricia Thompson,1970-02-01,,An acclaimed Screenwriter with a passion for writing.,PT1970,Canada
Susan Miller,1970-01-05,,An acclaimed Screenwriter with a passion for photography.,SM1970,Australia
Michael Young,1950-06-14,,An acclaimed Screenwriter with a passion for photography.,MY1950,Germany
Jennifer Lee,1951-04-03,,An acclaimed Actor with a passion for traveling.,JL1951,UK
Jessica Martin,1993-04-20,,An acclaimed Screenwriter with a passion for traveling.,JM1993,Australia
James Robinson,1960-05-18,,An acclaimed Actor with a passion for singing.,JR1960,Spain
Patricia Harris,1998-07-24,,An acclaimed Actor with a passion for painting.,PH1998,Italy
Thomas Wilson,1973-08-18,,An acclaimed Composer with a passion for photography.,TW1973,Spain
Thomas Martin,1963-06-12,,An acclaimed Actor with a passion for painting.,TM1963,Canada
Robert Wilson,2010-09-14,,An acclaimed Producer with a passion for writing.,RW2010,Australia
Elizabeth Wilson,1963-08-06,,An acclaimed Director with a passion for photography.,EW1963,Spain
Barbara Allen,1958-09-23,,An acclaimed Screenwriter with a passion for singing.,BA1958,Spain
Thomas Smith,1952-08-09,,An acclaimed Director with a passion for singing.,TS1952,Canada
Matthew Clark,2016-02-06,,An acclaimed Actor with a passion for photography.,MC2016,USA
Nancy Young,2020-09-05,,An acclaimed Actor with a passion for traveling.,NY2020,UK
Charles Walker,2007-11-27,,An acclaimed Producer with a passion for traveling.,CW2007,Germany
Mark Wilson,1975-07-21,,An acclaimed Actor with a passion for singing.,MW1975,Spain
Thomas Johnson,1964-10-21,,An acclaimed Screenwriter with a passion for painting.,TJ1964,France
Matthew Smith,2012-07-07,,An acclaimed Producer with a passion for photography.,MS2012,Italy
Ashley Martinez,1989-08-24,,An acclaimed Screenwriter with a passion for traveling.,AM1989,UK
Charles Davis,2019-11-03,,An acclaimed Composer with a passion for painting.,CD2019,Spain
Jessica Rodriguez,1991-09-28,,An acclaimed Screenwriter with a passion for singing.,JR1991,USA
Anthony Clark,2013-03-16,,An acclaimed Actor with a passion for traveling.,AC2013,Canada
